DB Column Name,Qualtrics Column Name (Long Form),Qualtrics Unique ID
Q173_Id,NovWritR1 (Chinese) - Id,"{""ImportId"":""QID347_FILE_ID""}"
Q173_Name,NovWritR1 (Chinese) - Name,"{""ImportId"":""QID347_FILE_NAME""}"
Q173_Size,NovWritR1 (Chinese) - Size,"{""ImportId"":""QID347_FILE_SIZE""}"
Q173_Type,NovWritR1 (Chinese) - Type,"{""ImportId"":""QID347_FILE_TYPE""}"
Q319,NovWritR1,"{""ImportId"":""QID317_TEXT""}"
Q231,Function2,"{""ImportId"":""QID231""}"
Q232,TextType,"{""ImportId"":""QID232""}"
Q233,AccGram,"{""ImportId"":""QID233""}"
Q235,WriteHandVsType,"{""ImportId"":""QID235""}"
Q4_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID98_BROWSER""}"
Q4_Version,Browser Meta Info - Version,"{""ImportId"":""QID98_VERSION""}"
Q4_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID98_OS""}"
Q4_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID98_RESOLUTION""}"
Q7_Id,NovSp1Upload - Id,"{""ImportId"":""QID101_FILE_ID""}"
Q7_Name,NovSp1Upload - Name,"{""ImportId"":""QID101_FILE_NAME""}"
Q7_Size,NovSp1Upload - Size,"{""ImportId"":""QID101_FILE_SIZE""}"
Q7_Type,NovSp1Upload - Type,"{""ImportId"":""QID101_FILE_TYPE""}"
Q236,Function2,"{""ImportId"":""QID236""}"
Q237,TextType,"{""ImportId"":""QID237""}"
Q238,AccGram,"{""ImportId"":""QID238""}"
Q239,AccPron,"{""ImportId"":""QID239""}"
Q9_First Click,Timing - First Click,"{""ImportId"":""QID108_FIRST_CLICK""}"
Q9_Last Click,Timing - Last Click,"{""ImportId"":""QID108_LAST_CLICK""}"
Q9_Page Submit,Timing - Page Submit,"{""ImportId"":""QID108_PAGE_SUBMIT""}"
Q9_Click Count,Timing - Click Count,"{""ImportId"":""QID108_CLICK_COUNT""}"
Q184_First Click,Timing - First Click,"{""ImportId"":""QID358_FIRST_CLICK""}"
Q184_Last Click,Timing - Last Click,"{""ImportId"":""QID358_LAST_CLICK""}"
Q184_Page Submit,Timing - Page Submit,"{""ImportId"":""QID358_PAGE_SUBMIT""}"
Q184_Click Count,Timing - Click Count,"{""ImportId"":""QID358_CLICK_COUNT""}"
Q10,IntWritR1,"{""ImportId"":""QID109_TEXT""}"
Q177_Id,IntWritR1 (Chinese) - Id,"{""ImportId"":""QID351_FILE_ID""}"
Q177_Name,IntWritR1 (Chinese) - Name,"{""ImportId"":""QID351_FILE_NAME""}"
Q177_Size,IntWritR1 (Chinese) - Size,"{""ImportId"":""QID351_FILE_SIZE""}"
Q177_Type,IntWritR1 (Chinese) - Type,"{""ImportId"":""QID351_FILE_TYPE""}"
Q241,Function2,"{""ImportId"":""QID241""}"
Q242,TextType,"{""ImportId"":""QID242""}"
Q243,AccGram,"{""ImportId"":""QID243""}"
Q245,WriteHandVsType,"{""ImportId"":""QID245""}"
Q11_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID110_BROWSER""}"
Q11_Version,Browser Meta Info - Version,"{""ImportId"":""QID110_VERSION""}"
Q11_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID110_OS""}"
Q11_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID110_RESOLUTION""}"
Q14_Id,IntSp1Upload - Id,"{""ImportId"":""QID113_FILE_ID""}"
Q14_Name,IntSp1Upload - Name,"{""ImportId"":""QID113_FILE_NAME""}"
Q14_Size,IntSp1Upload - Size,"{""ImportId"":""QID113_FILE_SIZE""}"
Q14_Type,IntSp1Upload - Type,"{""ImportId"":""QID113_FILE_TYPE""}"
Q256,Function2,"{""ImportId"":""QID256""}"
Q257,TextType,"{""ImportId"":""QID257""}"
Q258,AccGram,"{""ImportId"":""QID258""}"
Q259,AccPron,"{""ImportId"":""QID259""}"
Q15_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID114_BROWSER""}"
Q15_Version,Browser Meta Info - Version,"{""ImportId"":""QID114_VERSION""}"
Q15_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID114_OS""}"
Q15_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID114_RESOLUTION""}"
Q18_Id,IntSp2Upload - Id,"{""ImportId"":""QID117_FILE_ID""}"
Q18_Name,IntSp2Upload - Name,"{""ImportId"":""QID117_FILE_NAME""}"
Q18_Size,IntSp2Upload - Size,"{""ImportId"":""QID117_FILE_SIZE""}"
Q18_Type,IntSp2Upload - Type,"{""ImportId"":""QID117_FILE_TYPE""}"
Q260,Function2,"{""ImportId"":""QID260""}"
Q261,TextType,"{""ImportId"":""QID261""}"
Q262,AccGram,"{""ImportId"":""QID262""}"
Q263,AccPron,"{""ImportId"":""QID263""}"
Q23_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID122_BROWSER""}"
Q23_Version,Browser Meta Info - Version,"{""ImportId"":""QID122_VERSION""}"
Q23_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID122_OS""}"
Q23_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID122_RESOLUTION""}"
Q26_Id,IntSp4Upload - Id,"{""ImportId"":""QID125_FILE_ID""}"
Q26_Name,IntSp4Upload - Name,"{""ImportId"":""QID125_FILE_NAME""}"
Q26_Size,IntSp4Upload - Size,"{""ImportId"":""QID125_FILE_SIZE""}"
Q26_Type,IntSp4Upload - Type,"{""ImportId"":""QID125_FILE_TYPE""}"
Q268,Function2,"{""ImportId"":""QID268""}"
Q269,TextType,"{""ImportId"":""QID269""}"
Q270,AccGram,"{""ImportId"":""QID270""}"
Q271,AccPron,"{""ImportId"":""QID271""}"
Q19_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID118_BROWSER""}"
Q19_Version,Browser Meta Info - Version,"{""ImportId"":""QID118_VERSION""}"
Q19_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID118_OS""}"
Q19_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID118_RESOLUTION""}"
Q22_Id,IntSp3Upload - Id,"{""ImportId"":""QID121_FILE_ID""}"
Q22_Name,IntSp3Upload - Name,"{""ImportId"":""QID121_FILE_NAME""}"
Q22_Size,IntSp3Upload - Size,"{""ImportId"":""QID121_FILE_SIZE""}"
Q22_Type,IntSp3Upload - Type,"{""ImportId"":""QID121_FILE_TYPE""}"
Q264,Function2,"{""ImportId"":""QID264""}"
Q265,TextType,"{""ImportId"":""QID265""}"
Q266,AccGram,"{""ImportId"":""QID266""}"
Q267,AccPron,"{""ImportId"":""QID267""}"
Q28_First Click,Timing - First Click,"{""ImportId"":""QID126_FIRST_CLICK""}"
Q28_Last Click,Timing - Last Click,"{""ImportId"":""QID126_LAST_CLICK""}"
Q28_Page Submit,Timing - Page Submit,"{""ImportId"":""QID126_PAGE_SUBMIT""}"
Q28_Click Count,Timing - Click Count,"{""ImportId"":""QID126_CLICK_COUNT""}"
Q185_First Click,Timing - First Click,"{""ImportId"":""QID359_FIRST_CLICK""}"
Q185_Last Click,Timing - Last Click,"{""ImportId"":""QID359_LAST_CLICK""}"
Q185_Page Submit,Timing - Page Submit,"{""ImportId"":""QID359_PAGE_SUBMIT""}"
Q185_Click Count,Timing - Click Count,"{""ImportId"":""QID359_CLICK_COUNT""}"
Q29,AdvWrit1,"{""ImportId"":""QID127_TEXT""}"
Q179_Id,AdvWrit1 (Chinese) - Id,"{""ImportId"":""QID353_FILE_ID""}"
Q179_Name,AdvWrit1 (Chinese) - Name,"{""ImportId"":""QID353_FILE_NAME""}"
Q179_Size,AdvWrit1 (Chinese) - Size,"{""ImportId"":""QID353_FILE_SIZE""}"
Q179_Type,AdvWrit1 (Chinese) - Type,"{""ImportId"":""QID353_FILE_TYPE""}"
Q246,Function2,"{""ImportId"":""QID246""}"
Q247,TextType,"{""ImportId"":""QID247""}"
Q248,AccGram,"{""ImportId"":""QID248""}"
Q250,WriteHandVsType,"{""ImportId"":""QID250""}"
Q128_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID128_BROWSER""}"
Q128_Version,Browser Meta Info - Version,"{""ImportId"":""QID128_VERSION""}"
Q128_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID128_OS""}"
Q128_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID128_RESOLUTION""}"
Q131_Id,AdvSp1Upload - Id,"{""ImportId"":""QID131_FILE_ID""}"
Q131_Name,AdvSp1Upload - Name,"{""ImportId"":""QID131_FILE_NAME""}"
Q131_Size,AdvSp1Upload - Size,"{""ImportId"":""QID131_FILE_SIZE""}"
Q131_Type,AdvSp1Upload - Type,"{""ImportId"":""QID131_FILE_TYPE""}"
Q272,Function2,"{""ImportId"":""QID272""}"
Q273,TextType,"{""ImportId"":""QID273""}"
Q274,AccGram,"{""ImportId"":""QID274""}"
Q275,AccPron,"{""ImportId"":""QID275""}"
Q132_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID132_BROWSER""}"
Q132_Version,Browser Meta Info - Version,"{""ImportId"":""QID132_VERSION""}"
Q132_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID132_OS""}"
Q132_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID132_RESOLUTION""}"
Q135_Id,AdvSp2Upload - Id,"{""ImportId"":""QID135_FILE_ID""}"
Q135_Name,AdvSp2Upload - Name,"{""ImportId"":""QID135_FILE_NAME""}"
Q135_Size,AdvSp2Upload - Size,"{""ImportId"":""QID135_FILE_SIZE""}"
Q135_Type,AdvSp2Upload - Type,"{""ImportId"":""QID135_FILE_TYPE""}"
Q276,Function2,"{""ImportId"":""QID276""}"
Q277,TextType,"{""ImportId"":""QID277""}"
Q278,AccGram,"{""ImportId"":""QID278""}"
Q279,AccPron,"{""ImportId"":""QID279""}"
Q136_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID136_BROWSER""}"
Q136_Version,Browser Meta Info - Version,"{""ImportId"":""QID136_VERSION""}"
Q136_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID136_OS""}"
Q136_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID136_RESOLUTION""}"
Q139_Id,AdvSp3Upload - Id,"{""ImportId"":""QID139_FILE_ID""}"
Q139_Name,AdvSp3Upload - Name,"{""ImportId"":""QID139_FILE_NAME""}"
Q139_Size,AdvSp3Upload - Size,"{""ImportId"":""QID139_FILE_SIZE""}"
Q139_Type,AdvSp3Upload - Type,"{""ImportId"":""QID139_FILE_TYPE""}"
Q280,Function2,"{""ImportId"":""QID280""}"
Q281,TextType,"{""ImportId"":""QID281""}"
Q282,AccGram,"{""ImportId"":""QID282""}"
Q283,AccPron,"{""ImportId"":""QID283""}"
Q144_First Click,Timing - First Click,"{""ImportId"":""QID144_FIRST_CLICK""}"
Q144_Last Click,Timing - Last Click,"{""ImportId"":""QID144_LAST_CLICK""}"
Q144_Page Submit,Timing - Page Submit,"{""ImportId"":""QID144_PAGE_SUBMIT""}"
Q144_Click Count,Timing - Click Count,"{""ImportId"":""QID144_CLICK_COUNT""}"
Q186_First Click,Timing - First Click,"{""ImportId"":""QID360_FIRST_CLICK""}"
Q186_Last Click,Timing - Last Click,"{""ImportId"":""QID360_LAST_CLICK""}"
Q186_Page Submit,Timing - Page Submit,"{""ImportId"":""QID360_PAGE_SUBMIT""}"
Q186_Click Count,Timing - Click Count,"{""ImportId"":""QID360_CLICK_COUNT""}"
Q145,SupWr1,"{""ImportId"":""QID145_TEXT""}"
Q181_Id,SupWr1 (Chinese) - Id,"{""ImportId"":""QID355_FILE_ID""}"
Q181_Name,SupWr1 (Chinese) - Name,"{""ImportId"":""QID355_FILE_NAME""}"
Q181_Size,SupWr1 (Chinese) - Size,"{""ImportId"":""QID355_FILE_SIZE""}"
Q181_Type,SupWr1 (Chinese) - Type,"{""ImportId"":""QID355_FILE_TYPE""}"
Q251,Function2,"{""ImportId"":""QID251""}"
Q252,TextType,"{""ImportId"":""QID252""}"
Q253,AccGram,"{""ImportId"":""QID253""}"
Q255,WriteHandVsType,"{""ImportId"":""QID255""}"
Q140_Browser,Browser Meta Info - Browser,"{""ImportId"":""QID140_BROWSER""}"
Q140_Version,Browser Meta Info - Version,"{""ImportId"":""QID140_VERSION""}"
Q140_Operating System,Browser Meta Info - Operating System,"{""ImportId"":""QID140_OS""}"
Q140_Resolution,Browser Meta Info - Resolution,"{""ImportId"":""QID140_RESOLUTION""}"
Q143_Id,SupSp1Upload - Id,"{""ImportId"":""QID143_FILE_ID""}"
Q143_Name,SupSp1Upload - Name,"{""ImportId"":""QID143_FILE_NAME""}"
Q143_Size,SupSp1Upload - Size,"{""ImportId"":""QID143_FILE_SIZE""}"
Q143_Type,SupSp1Upload - Type,"{""ImportId"":""QID143_FILE_TYPE""}"
Q284,Function2,"{""ImportId"":""QID284""}"
Q285,TextType,"{""ImportId"":""QID285""}"
Q286,AccGram,"{""ImportId"":""QID286""}"
Q287,AccPron,"{""ImportId"":""QID287""}"
Q325,InstructorEmail,"{""ImportId"":""QID325_TEXT""}"
SC0,Novice,"{""ImportId"":""SC_4GiJSnyI50cX0Zo""}"
SC1,Intermediate,"{""ImportId"":""SC_em6Wq1czeeopa7Q""}"
SC2,Advanced,"{""ImportId"":""SC_1R3BgbDTS47yJa6""}"
SC3,Superior,"{""ImportId"":""SC_5vtkgsZr7P4IVi6""}"
SC4,LangDistEng,"{""ImportId"":""SC_b9Omb35cgCyffdc""}"
SC5,NativeLanguage,"{""ImportId"":""SC_6M7i5rnIiq2E5lc""}"
SC6,MissionLangMonths,"{""ImportId"":""SC_2rieGqV7BS01Jjg""}"
SC7,NatCompMonths,"{""ImportId"":""SC_723GnztAhwjIFHU""}"
SC8,StudyAbroad,"{""ImportId"":""SC_2rf79P5MKxFKNW6""}"
SC9,Language Learner Background,"{""ImportId"":""SC_dgafat7pZ2MlH3o""}"
SC10,SelfAssessNovSpeak,"{""ImportId"":""SC_0D0lyPQEqbwrGL4""}"
SC11,SelfAssessIntSpeak,"{""ImportId"":""SC_5guAUAg9OkQNDeu""}"
SC12,SelfAssessAdvSpeak,"{""ImportId"":""SC_cMz1aYVcONeQCh0""}"
SC13,SelfAssessSupSpeak,"{""ImportId"":""SC_0Ai8r7H1wlr8B1Q""}"
SC14,SelfAssessNovWrite,"{""ImportId"":""SC_4ITf6osvxfU548u""}"
SC15,SelfAssessIntWrite,"{""ImportId"":""SC_cZvkMDTiHQ4eOai""}"
SC16,SelfAssessAdvWrite,"{""ImportId"":""SC_9oSs1OX4K3piy6W""}"
SC17,SelfAssessSupWrite,"{""ImportId"":""SC_e8JIf9uBh7OO7Eq""}"
SC18,Grit,"{""ImportId"":""SC_a4zBSG5T70U6Ncq""}"
CurrentDate,CurrentDate,"{""ImportId"":""CurrentDate""}"
CurrentYear,CurrentYear,"{""ImportId"":""CurrentYear""}"
Term1,Term1,"{""ImportId"":""Term1""}"
Term2,Term2,"{""ImportId"":""Term2""}"
Term3,Term3,"{""ImportId"":""Term3""}"
BYU_email,BYU_email,"{""ImportId"":""BYU_email""}"
Username_Lang,Username_Lang,"{""ImportId"":""Username_Lang""}"
Class,Class,"{""ImportId"":""Class""}"
LangToStudy,LangToStudy,"{""ImportId"":""LangToStudy""}"
LangDistEng,LangDistEng,"{""ImportId"":""LangDistEng""}"
EnrolledCourse,EnrolledCourse,"{""ImportId"":""EnrolledCourse""}"
willBool,willBool,"{""ImportId"":""willBool""}"
LanguageSchoolYears,LanguageSchoolYears,"{""ImportId"":""LanguageSchoolYears""}"
SpeakStudy,SpeakStudy,"{""ImportId"":""SpeakStudy""}"
NativeLangScore,NativeLangScore,"{""ImportId"":""NativeLangScore""}"
NativeLanguage,NativeLanguage,"{""ImportId"":""NativeLanguage""}"
SpeakStudy_NativeLanguage,SpeakStudy_NativeLanguage,"{""ImportId"":""SpeakStudy_NativeLanguage""}"
MissionLangMonths,MissionLangMonths,"{""ImportId"":""MissionLangMonths""}"
NatCompMonths_MissionLangMonths,NatCompMonths_MissionLangMonths,"{""ImportId"":""NatCompMonths_MissionLangMonths""}"
StudyAbroad_MissionLangMonths,StudyAbroad_MissionLangMonths,"{""ImportId"":""StudyAbroad_MissionLangMonths""}"
AdjMissionLangExposure,AdjMissionLangExposure,"{""ImportId"":""AdjMissionLangExposure""}"
LanguageImmersion,LanguageImmersion,"{""ImportId"":""LanguageImmersion""}"
LanguageImmersionHours,LanguageImmersionHours,"{""ImportId"":""LanguageImmersionHours""}"
Lang_Learn_Background,Lang_Learn_Background,"{""ImportId"":""Lang_Learn_Background""}"
NovSelfAssessSpeak,NovSelfAssessSpeak,"{""ImportId"":""NovSelfAssessSpeak""}"
IntSelfAssessSpeak,IntSelfAssessSpeak,"{""ImportId"":""IntSelfAssessSpeak""}"
AdvSelfAssessSpeak,AdvSelfAssessSpeak,"{""ImportId"":""AdvSelfAssessSpeak""}"
SupSelfAssessSpeak,SupSelfAssessSpeak,"{""ImportId"":""SupSelfAssessSpeak""}"
NovSelfAssessWrite,NovSelfAssessWrite,"{""ImportId"":""NovSelfAssessWrite""}"
IntSelfAssessWrite,IntSelfAssessWrite,"{""ImportId"":""IntSelfAssessWrite""}"
AdvSelfAssessWrite,AdvSelfAssessWrite,"{""ImportId"":""AdvSelfAssessWrite""}"
SupSelfAssessWrite,SupSelfAssessWrite,"{""ImportId"":""SupSelfAssessWrite""}"
hookType,hookType,"{""ImportId"":""hookType""}"
SelfAssessSpeak_Ave,SelfAssessSpeak_Ave,"{""ImportId"":""SelfAssessSpeak_Ave""}"
SelfAssessWrite_Ave,SelfAssessWrite_Ave,"{""ImportId"":""SelfAssessWrite_Ave""}"
SpeakSelfAssess,SpeakSelfAssess,"{""ImportId"":""SpeakSelfAssess""}"
SpeakSelfAssessMajLev,SpeakSelfAssessMajLev,"{""ImportId"":""SpeakSelfAssessMajLev""}"
WriteSelfAssess,WriteSelfAssess,"{""ImportId"":""WriteSelfAssess""}"
WriteSelfAssessMajLevel,WriteSelfAssessMajLevel,"{""ImportId"":""WriteSelfAssessMajLevel""}"
Language Exposure,Language Exposure,"{""ImportId"":""Language Exposure""}"
LangExpLabel,LangExpLabel,"{""ImportId"":""LangExpLabel""}"
Grit,Grit,"{""ImportId"":""Grit""}"
LLBackgroundAdjustment,LLBackgroundAdjustment,"{""ImportId"":""LLBackgroundAdjustment""}"
UnadjCourseRecScore,UnadjCourseRecScore,"{""ImportId"":""UnadjCourseRecScore""}"
UnadjCourseRecLabel,UnadjCourseRecLabel,"{""ImportId"":""UnadjCourseRecLabel""}"
AdjCourseRecScore,AdjCourseRecScore,"{""ImportId"":""AdjCourseRecScore""}"
AdjCourseRecLabel,AdjCourseRecLabel,"{""ImportId"":""AdjCourseRecLabel""}"
Q_CHL,Q_CHL,"{""ImportId"":""Q_CHL""}"
CourseRecommend,CourseRecommend,"{""ImportId"":""CourseRecommend""}"
NetID,NetID,"{""ImportId"":""NetID""}"
InstructorEmail,InstructorEmail,"{""ImportId"":""InstructorEmail""}"
InstructorLastName,InstructorLastName,"{""ImportId"":""InstructorLastName""}"
RecommendedLevel,RecommendedLevel,"{""ImportId"":""RecommendedLevel""}"
Beg_1,Beg_1,"{""ImportId"":""Beg_1""}"
Beg_2,Beg_2,"{""ImportId"":""Beg_2""}"
Int_1,Int_1,"{""ImportId"":""Int_1""}"
Int_2,Int_2,"{""ImportId"":""Int_2""}"
Adv,Adv,"{""ImportId"":""Adv""}"
Dept,Dept,"{""ImportId"":""Dept""}"
NovWritR1,NovWritR1,"{""ImportId"":""NovWritR1""}"
NovSpR1_URL,NovSpR1_URL,"{""ImportId"":""NovSpR1_URL""}"
NoviceSelfRating,NoviceSelfRating,"{""ImportId"":""NoviceSelfRating""}"
NovWritR1_Chi,NovWritR1_Chi,"{""ImportId"":""NovWritR1_Chi""}"
IntWritR1,IntWritR1,"{""ImportId"":""IntWritR1""}"
IntSpR1_URL,IntSpR1_URL,"{""ImportId"":""IntSpR1_URL""}"
IntSpR2_URL,IntSpR2_URL,"{""ImportId"":""IntSpR2_URL""}"
IntSpR3_URL,IntSpR3_URL,"{""ImportId"":""IntSpR3_URL""}"
IntSpR4_URL,IntSpR4_URL,"{""ImportId"":""IntSpR4_URL""}"
IntSelfRating,IntSelfRating,"{""ImportId"":""IntSelfRating""}"
IntWritR1_Chi,IntWritR1_Chi,"{""ImportId"":""IntWritR1_Chi""}"
AdvWritR1,AdvWritR1,"{""ImportId"":""AdvWritR1""}"
AdvSpR1_URL,AdvSpR1_URL,"{""ImportId"":""AdvSpR1_URL""}"
AdvSpR2_URL,AdvSpR2_URL,"{""ImportId"":""AdvSpR2_URL""}"
AdvSpR3_URL,AdvSpR3_URL,"{""ImportId"":""AdvSpR3_URL""}"
AdvSelfRating,AdvSelfRating,"{""ImportId"":""AdvSelfRating""}"
AdvWritR1_Chi,AdvWritR1_Chi,"{""ImportId"":""AdvWritR1_Chi""}"
SupWritR1,SupWritR1,"{""ImportId"":""SupWritR1""}"
SupSpR1_URL,SupSpR1_URL,"{""ImportId"":""SupSpR1_URL""}"
SupSelfRating,SupSelfRating,"{""ImportId"":""SupSelfRating""}"
SupWritR1_Chi,SupWritR1_Chi,"{""ImportId"":""SupWritR1_Chi""}"
FinClassRecScore,FinClassRecScore,"{""ImportId"":""FinClassRecScore""}"
FinalClassRecommend,FinalClassRecommend,"{""ImportId"":""FinalClassRecommend""}"
ClassNumber,ClassNumber,"{""ImportId"":""ClassNumber""}"
ScoreReportPart1,ScoreReportPart1,"{""ImportId"":""ScoreReportPart1""}"
ScoreReport,ScoreReport,"{""ImportId"":""ScoreReport""}"
OPIc_Score,,
OPIc_Date,,
WPT_Score,,
WPT_Date,,
OPI_Score,,
OPI_Date,,
